limit_bal,age,bill_amt1,bill_amt2,bill_amt3,pay_amt1,pay_amt2,pay_amt3,pay_0,pay_2,pay_3,sex,education,marriage,default
10000.0,50.0,30515.7516419218,14936.468824937823,125691.86581577995,4681.471811950101,121268.42084909654,0.0,-2.0,5.0,5.0,1,3,3,0
53205.0,28.0,0.0,89064.14011927701,94294.683776552,16059.19531153391,121298.32543482383,0.0,7.0,1.0,8.0,2,4,1,0
33967.0,48.0,29038.600648695938,47702.25333760008,45018.92355157221,32890.40485846098,0.0,50982.32560489952,-2.0,2.0,-2.0,2,1,2,1
376029.0,21.0,0.0,69660.13920060478,10304.221985061507,60212.95428868866,84840.04339836401,0.0,8.0,-0.0,1.0,2,4,2,0
179748.0,33.0,21899.98323847638,60420.79455746918,25288.865184816095,20276.329299771765,42747.2978597326,24572.923967531897,8.0,2.0,3.0,2,1,2,0
359511.0,39.0,0.0,113411.3789535197,68271.81316086945,9995.743728126788,73255.32432044866,36414.583347068605,-2.0,1.0,1.0,1,4,2,0
10000.0,50.0,0.0,31849.61573416287,36948.38152064126,0.0,45174.58542096981,17561.842541894235,8.0,3.0,4.0,1,4,3,0
215191.0,30.0,0.0,0.0,100889.4386268019,39722.35243179734,160000.0,0.0,8.0,-0.0,8.0,1,1,3,1
129650.0,47.0,0.0,134106.8080852689,27876.274309669898,0.0,30272.993566267905,6985.637298852045,6.0,0.0,3.0,1,3,1,0
10000.0,24.0,176315.43063987233,0.0,149126.7934982764,51972.76200145319,116795.16827082587,116408.3494004254,8.0,3.0,3.0,1,1,2,0
264347.0,54.0,59131.74238354697,166337.4751367072,65654.97976054638,16261.538730067401,0.0,23357.099383499117,4.0,1.0,6.0,2,3,2,0
10000.0,39.0,151807.4814162894,0.0,82555.36400357002,4792.659199461177,160000.0,47881.46551768716,-2.0,0.0,-2.0,1,4,2,0
98115.0,56.0,128582.9728477035,187593.37638733082,20695.74094034685,41583.04484440162,0.0,20566.050675384166,-2.0,-1.0,7.0,2,1,3,0
58719.0,36.0,96279.85600730826,85386.51286094102,81395.00161481125,49192.78866209715,67302.7017998819,52619.23543403666,8.0,-0.0,-2.0,2,1,2,0
321209.0,23.0,0.0,166326.0650843538,56009.31922504074,1960.6161047118894,62540.75970769417,0.0,8.0,2.0,6.0,2,2,2,0
500000.0,24.0,0.0,296521.2453816973,55340.644127599386,33006.92046311897,0.0,3080.6626735519058,6.0,1.0,4.0,2,2,1,0
135246.0,34.0,263256.12218759715,170880.4589932743,46368.1135688748,0.0,0.0,40251.08702535766,-2.0,0.0,-2.0,1,1,2,1
49142.0,21.0,139160.0171273219,41031.80247980976,35224.43286208085,3904.5133897841242,17251.599553914402,0.0,8.0,3.0,2.0,2,2,2,0
10085.0,21.0,59003.37536007609,5076.631430899077,0.0,9756.37427205834,90734.48982104877,0.0,8.0,1.0,5.0,1,2,2,0
118446.0,21.0,64952.379201393065,0.0,116108.23687532265,50268.635363247755,79066.9656337685,11974.323044285029,8.0,-1.0,1.0,1,1,3,0
189650.0,48.0,15661.190952195582,227037.55265823213,76208.9617624255,2928.6239702951843,0.0,0.0,0.0,0.0,1.0,2,2,1,0
23016.0,42.0,0.0,0.0,107531.80177526828,47231.816153623935,160000.0,46679.07575904406,8.0,3.0,6.0,1,1,1,0
185601.0,44.0,115482.61456794536,0.0,0.0,7395.148735671328,35171.73867399726,98574.47686048885,7.0,-1.0,1.0,1,4,2,0
12072.0,30.0,0.0,30335.412524391082,97348.06136029464,15095.971209903875,160000.0,0.0,1.0,2.0,1.0,1,4,1,1
180631.0,58.0,128812.18438474713,0.0,99015.55604687521,38882.89744846463,12326.122792272721,91655.44524271513,8.0,-1.0,6.0,2,2,3,0
83165.0,42.0,154158.53055428597,78415.8554843063,123103.49780584901,59175.26459628587,0.0,69086.00642820715,-2.0,2.0,-2.0,1,4,3,1
138121.0,33.0,188902.55256821818,127649.96332921236,38170.60834214842,41865.61116056866,0.0,32265.909915318443,0.0,3.0,0.0,1,2,2,1
338248.0,21.0,0.0,68205.58464892895,84306.15387970905,13423.606804948999,151846.756160689,33062.170979297196,-2.0,2.0,-2.0,1,4,2,1
279255.0,25.0,0.0,212672.7503850723,87209.3922873305,64134.759169438694,93871.53343918841,0.0,8.0,-2.0,-2.0,2,1,1,0
71315.0,28.0,169177.67326959356,63678.860635702455,47085.2646210611,51982.12465263402,0.0,82445.25540211146,-1.0,2.0,-2.0,1,2,2,1
71862.0,44.0,0.0,89155.35527245408,152480.4765467432,35325.68598432155,62793.58509615065,56337.675234322,-2.0,-0.0,-2.0,1,3,3,0
365828.0,32.0,4074.5834088106785,134659.23240270425,62483.706269968796,52477.719380660325,11009.63217735561,43579.28447537524,8.0,2.0,8.0,1,1,3,0
10000.0,51.0,0.0,122545.38373364322,73803.73245727256,16219.86159148348,98582.43049546488,0.0,8.0,2.0,8.0,2,4,3,0
254887.0,24.0,82778.52624983419,191242.59565033435,0.0,0.0,49507.77788102926,46316.3612134836,4.0,3.0,-2.0,2,2,2,0
369025.0,21.0,0.0,115346.78709072008,109903.74589044676,1407.195069387486,93937.05778664803,46706.61355202462,8.0,1.0,3.0,2,2,2,0
433415.0,35.0,0.0,292249.6237692033,51680.37549323139,46648.5281510019,0.0,38363.89304843373,1.0,-0.0,3.0,1,2,1,0
10000.0,26.0,144031.9570574393,61166.91556459087,36086.90562071115,3847.514776639151,0.0,0.0,-0.0,3.0,4.0,1,4,3,0
235382.0,21.0,0.0,148049.8127196785,100994.45370748977,21121.616284006122,108969.09454543018,21384.990307399523,8.0,3.0,-1.0,2,1,3,0
395918.0,33.0,0.0,203195.30304025978,46338.236319394346,13561.678274755199,31905.836190636885,41851.5712741622,8.0,-1.0,-0.0,2,4,2,0
206535.0,21.0,66793.32356889354,92960.5256038307,183286.2493324449,10587.708371737208,53016.194686419505,0.0,8.0,2.0,6.0,2,4,3,0
282503.0,33.0,0.0,47599.82843528823,32614.90465090827,46548.49553729016,101853.37732069822,0.0,2.0,2.0,2.0,1,4,1,1
63621.0,32.0,112338.85773520899,124408.55909115591,40800.40585548265,42608.33612202471,0.0,0.0,7.0,1.0,2.0,1,4,1,0
21679.0,42.0,167639.05729190493,108512.21330658202,94281.49320731666,6416.079002647963,0.0,38345.09074180799,1.0,-0.0,-2.0,2,4,2,0
227833.0,34.0,11290.334569989027,98611.3024578901,74287.71981884306,11479.354805660263,0.0,69095.09052951899,-2.0,-2.0,-2.0,2,3,1,1
177949.0,54.0,0.0,0.0,43724.109986534735,31473.576527413446,64996.226147884416,0.0,8.0,-2.0,4.0,1,2,1,0
91199.0,30.0,102260.14739738127,0.0,25757.087487586978,26230.59100897811,160000.0,63490.311345513874,-2.0,-1.0,5.0,2,2,3,0
90515.0,21.0,63614.97911630761,70407.75017283703,9910.714936868717,41764.89037421928,78809.08979376068,0.0,3.0,2.0,5.0,2,4,2,0
54795.0,40.0,39824.91440882612,260154.19991408917,38949.76144639027,0.0,70700.29542497665,0.0,6.0,0.0,5.0,1,2,2,1
314774.0,32.0,0.0,329218.9183676309,120317.65175664256,27301.291848328663,95061.13797988856,0.0,3.0,-2.0,2.0,2,3,3,0
10000.0,41.0,41226.54716612614,53415.678997906536,44370.10503449533,45295.82526347066,3498.7192827960407,0.0,8.0,0.0,-1.0,1,1,2,0
440744.0,38.0,5062.195514566105,268129.19128841074,33309.92607347346,0.0,0.0,2004.7482832405876,-2.0,-2.0,6.0,1,2,2,0
178148.0,43.0,91894.70953350523,129182.94435841373,89268.73461147977,10590.428992968546,0.0,0.0,-2.0,2.0,6.0,2,2,2,0
299011.0,21.0,37256.9534594298,193095.1026371021,51869.22373799215,1789.726350030949,2240.3060462296235,0.0,4.0,1.0,-2.0,2,2,2,0
174561.0,38.0,0.0,0.0,44005.01357142313,28180.385886841934,160000.0,0.0,8.0,1.0,5.0,1,3,3,1
10000.0,30.0,91141.89200719948,76313.8682316345,109942.27583368505,0.0,124008.97134193119,0.0,3.0,2.0,1.0,2,3,2,1
10000.0,37.0,228488.8234199141,40568.544825271005,72771.52913382211,30361.148695537122,0.0,5118.989532219042,1.0,0.0,-1.0,1,2,2,0
33028.0,47.0,0.0,0.0,8048.4056589527245,0.0,116124.2703079949,43609.62473566176,8.0,-1.0,0.0,2,1,2,0
10000.0,72.0,191203.26242249744,0.0,106717.50656641854,0.0,61401.42405855298,0.0,-2.0,1.0,3.0,1,3,1,0
127732.0,50.0,38418.39634881813,36769.91707802831,46596.12673467863,49338.86588511799,34434.40200588758,31486.07467435553,-1.0,-2.0,2.0,2,1,1,0
279205.0,42.0,0.0,0.0,40751.5598612484,24782.30784641135,105339.8858073727,15016.780578002039,7.0,-0.0,2.0,2,4,1,0
218180.0,34.0,58779.9114863642,77051.48893076331,12639.845922412082,9016.60915837931,25107.394308848547,69630.73683166708,8.0,1.0,5.0,2,4,1,0
150438.0,46.0,0.0,0.0,57781.3590497808,28964.9768674687,105259.91068630679,101571.82969771708,-2.0,4.0,1.0,2,1,2,0
46491.0,41.0,11555.413739972711,22438.454351936292,22492.993720785882,28348.41524397554,93150.35083241097,39960.94762565563,-2.0,3.0,1.0,1,2,3,1
18993.0,35.0,219926.0408443572,106911.54973211992,104643.26186514462,0.0,0.0,0.0,-2.0,0.0,6.0,2,1,3,0
190484.0,38.0,0.0,105420.23968699324,199284.19486957512,17259.976383743473,46988.92004238995,0.0,4.0,4.0,1.0,1,2,3,0
94200.0,57.0,4490.143781478851,155313.83956256148,15133.253459242042,7786.327037800673,11802.395487435479,21545.442286531892,6.0,-1.0,7.0,2,1,2,0
10000.0,29.0,0.0,64091.65407453226,51297.78121286057,29237.22621074037,134127.54223404135,0.0,8.0,0.0,-2.0,2,4,1,0
162884.0,59.0,0.0,0.0,187641.0786319709,0.0,39582.07445043734,0.0,6.0,1.0,3.0,1,1,2,0
463795.0,21.0,0.0,139229.07979247047,115234.38062566536,0.0,65749.32689173921,0.0,8.0,1.0,5.0,2,3,3,0
10000.0,60.0,173889.28755536617,30375.575795547287,111833.03240618847,19783.958301672927,0.0,55052.49795089171,-0.0,4.0,1.0,2,3,3,1
195454.0,23.0,2063.404467666536,143092.55729962542,4690.03130785063,24999.984441979337,85619.42591225753,0.0,6.0,2.0,5.0,1,1,3,0
238259.0,33.0,0.0,182141.31335975093,51223.16321744183,0.0,44776.81116665835,28278.095195685746,8.0,3.0,0.0,1,4,2,0
252734.0,27.0,7604.371489249403,0.0,50467.98793349789,24985.07721048869,62836.55209591157,22685.804434367044,8.0,1.0,8.0,1,1,2,0
138854.0,41.0,45098.305962685554,0.0,79713.0000449306,0.0,22155.241960089472,34128.202407272285,8.0,2.0,-1.0,1,4,2,0
119252.0,72.0,0.0,152584.04742688272,98580.37084646733,239.4135876605651,0.0,2536.562295490625,3.0,1.0,8.0,1,3,1,0
115891.0,30.0,10400.658237762866,0.0,0.0,11344.494656628798,133770.88440048762,15006.997877749058,8.0,-1.0,-1.0,2,3,1,1
10000.0,68.0,190905.86341766483,245203.51918183267,78576.71994687694,27149.11412045284,0.0,56207.58669630146,-2.0,1.0,-2.0,2,4,1,0
10000.0,21.0,41200.318168852544,124834.188264286,65704.30531740004,16029.492121708601,137939.89076263428,3651.6555106570668,4.0,7.0,-1.0,1,2,3,0
30883.0,32.0,96112.22059948367,0.0,71971.71569192574,5389.3762924880775,36585.754872001664,95355.96211057545,-1.0,-2.0,-2.0,2,2,1,0
33809.0,40.0,79127.18845867473,19387.009786777482,70444.73904293946,29420.155964194142,7993.424206872041,37639.23508378266,8.0,3.0,-2.0,2,1,3,0
331954.0,67.0,0.0,285225.89115899144,55858.28734980689,0.0,0.0,0.0,3.0,-0.0,7.0,1,4,2,0
114839.0,59.0,0.0,70280.2334981754,111690.9665514945,22389.811856803626,0.0,0.0,1.0,1.0,3.0,2,2,3,0
286751.0,25.0,4597.747391913777,136315.4505542752,76257.55187128016,40176.24191625386,0.0,0.0,8.0,1.0,1.0,2,4,1,0
27737.0,24.0,47525.98628234394,21414.344727586627,7093.679816413416,51534.040388378715,29808.49939143876,0.0,8.0,-2.0,0.0,2,2,1,0
10000.0,41.0,140483.27426433493,0.0,100728.99312020633,22777.340036333608,105326.3606802565,0.0,8.0,5.0,1.0,2,4,1,1
500000.0,21.0,0.0,231257.13118417468,88144.67871974545,18320.443204196315,12847.46001455374,9436.286139219044,8.0,-1.0,1.0,2,4,2,0
210021.0,60.0,0.0,142930.98770747753,158459.48216565343,22291.46588731058,29090.18310608994,27321.693711962733,-0.0,-2.0,5.0,1,2,2,0
41160.0,43.0,86873.69817598857,0.0,61254.68158856571,21558.002786859433,57205.453246276375,59426.35747470865,8.0,2.0,3.0,2,2,1,0
318269.0,56.0,23424.416584068684,147586.1204531754,86187.15506306452,0.0,0.0,0.0,-2.0,1.0,3.0,2,4,3,0
17536.0,40.0,0.0,27991.80777428941,127111.81914293149,29695.331580547965,92445.7224127407,71193.42715825351,8.0,1.0,-2.0,1,1,3,1
31250.0,21.0,99731.0562837991,143490.42877299865,98733.33478489186,62968.26326623424,111928.30085428638,0.0,1.0,1.0,2.0,2,1,1,1
102530.0,30.0,0.0,0.0,112762.42805890765,0.0,160000.0,0.0,7.0,-1.0,2.0,1,2,1,1
146917.0,36.0,93945.17746538714,64414.786060647784,195083.70504777494,18093.25402675818,20481.52974158001,59827.88420171111,-2.0,1.0,3.0,1,3,3,0
10000.0,33.0,19683.294274576183,0.0,36615.43425613885,27995.00313517987,155421.0822700671,84994.78871270352,7.0,2.0,-2.0,1,1,2,0
260116.0,25.0,73297.92672290407,62234.553746968195,100533.57703802807,30728.768018108865,0.0,14166.517910321805,8.0,3.0,6.0,2,2,3,0
10000.0,21.0,16970.143274659895,0.0,48405.747603978816,10318.489927131424,158929.33770475496,54409.72798546875,4.0,-2.0,-2.0,1,4,3,1
10000.0,32.0,18139.58938907276,0.0,75092.72628562458,24381.17964425069,160000.0,57830.37941155492,0.0,3.0,5.0,1,1,3,0
285786.0,74.0,0.0,252514.83360293496,36936.40017722185,42665.449354642624,0.0,0.0,-2.0,-2.0,6.0,1,1,1,0
10000.0,55.0,111848.53876728483,0.0,9979.642790564285,6071.323394607449,160000.0,44614.62716989742,-2.0,-0.0,3.0,2,2,2,0
10000.0,42.0,79381.22533352344,0.0,86432.64167637246,5871.726728357724,160000.0,73762.5711112266,-2.0,2.0,1.0,2,1,2,0
145828.0,29.0,0.0,0.0,104399.34451970155,0.0,137126.25600796245,115319.57202056781,8.0,-1.0,-1.0,1,1,3,0
183553.0,27.0,0.0,206119.25279630057,73196.90452429463,41109.1311959108,9112.943612354875,0.0,8.0,1.0,-2.0,1,1,1,0
185531.0,34.0,0.0,113127.21326148883,87060.66245633639,23942.51130452195,51170.27833937932,41868.90684361575,8.0,2.0,4.0,2,1,1,1
10000.0,24.0,147796.3764799204,4544.228147599897,57778.2621634967,24394.195193342275,105023.3840593879,0.0,8.0,-1.0,-2.0,1,4,2,1
197179.0,24.0,25893.402968814407,0.0,176218.26592466276,0.0,89374.85575319463,87828.96736024553,8.0,1.0,0.0,2,1,3,0
401550.0,47.0,0.0,86962.87390986877,0.0,45500.70132778163,96108.8592290337,44757.16254698606,2.0,3.0,3.0,1,3,3,0
500000.0,59.0,0.0,352159.0828053676,151714.83942421217,18616.675345117692,0.0,22011.129033169163,2.0,3.0,4.0,2,3,2,0
207427.0,31.0,19184.324573252627,45962.82295762701,103848.95684049754,10725.037322389713,95194.78135991914,0.0,8.0,-2.0,8.0,1,3,2,1
258172.0,58.0,0.0,115861.46499705549,24237.308900999044,53683.74150458656,0.0,0.0,3.0,-0.0,3.0,1,3,1,0
34199.0,21.0,0.0,0.0,167605.01907967497,8474.996444873388,124484.7102819028,0.0,8.0,1.0,8.0,2,2,3,0
128169.0,55.0,0.0,102897.87695095103,66376.24048771584,14139.923478621327,32132.31738046407,22199.532120788866,-2.0,-0.0,4.0,1,4,1,0
268692.0,48.0,0.0,113106.33104604541,100220.07876332258,0.0,14402.6394044572,40161.166530767136,-2.0,1.0,7.0,2,1,1,1
284737.0,47.0,0.0,122698.18328570364,11962.917882897389,39647.85474763121,24062.94770998323,68823.17395274813,8.0,-2.0,3.0,2,1,2,0
310573.0,21.0,0.0,28348.895520855272,84453.11127469133,31263.00927410477,74401.62955780554,0.0,8.0,1.0,5.0,2,4,2,0
10000.0,21.0,95003.54682340771,0.0,44780.8984724874,9295.223225834632,160000.0,0.0,8.0,1.0,8.0,2,1,2,0
500000.0,21.0,0.0,308656.9405708299,68109.58458792891,42860.44038500336,56610.80787872106,0.0,8.0,-2.0,-1.0,2,1,3,0
10000.0,59.0,0.0,92224.29579131224,70721.01384371748,45448.606469069884,0.0,21035.60418051083,-2.0,3.0,-0.0,1,1,1,0
15166.0,41.0,0.0,66290.18181872295,6351.659370396948,27336.698596087816,160000.0,0.0,4.0,3.0,-2.0,1,1,3,1
19925.0,66.0,71223.865936225,77533.72128381523,35026.71420211089,38406.67693538949,0.0,6106.950940186798,-2.0,1.0,7.0,1,1,1,0
10000.0,65.0,42070.133448874374,0.0,74158.3797209251,22469.777809829062,92154.67533717708,0.0,-2.0,-1.0,5.0,2,3,1,0
10000.0,61.0,117845.05629782182,80889.34807702845,98944.38801419454,28301.010256291214,0.0,16637.2590072436,-1.0,-0.0,4.0,1,3,1,0
10000.0,41.0,100920.15116836563,0.0,58038.56166891853,22848.165305563783,107612.91995452822,92847.6229657788,8.0,-0.0,3.0,1,1,3,0
217815.0,40.0,10514.255848681183,0.0,95902.30745271312,45030.87980692151,83263.00096092673,69948.1044200959,8.0,-1.0,5.0,1,4,3,0
255045.0,42.0,0.0,133202.69405235178,44131.91587560787,11400.492608948254,27555.55028843155,52003.879503384196,-1.0,-1.0,2.0,1,1,3,0
51578.0,29.0,47872.34334805589,0.0,62171.80707702942,0.0,142603.58666722834,63647.84045681534,8.0,0.0,4.0,1,3,1,0
28598.0,30.0,65359.709990929994,145353.69988204498,119776.80787558742,15059.7771159794,27964.49484418638,0.0,0.0,1.0,3.0,1,4,3,0
341237.0,21.0,0.0,63258.77173304841,12223.481833655329,16321.824462032399,40939.010797284456,0.0,8.0,1.0,8.0,2,3,1,0
10000.0,75.0,24026.11636878492,187076.87873487666,149006.94299450732,32938.02891669709,0.0,30588.371450094048,-2.0,-2.0,2.0,2,2,2,0
84469.0,22.0,0.0,90803.6409181312,131921.23165304764,15724.85129568723,160000.0,0.0,-2.0,1.0,1.0,2,1,3,1
121190.0,37.0,84224.85177572118,6065.711392821599,24710.33355970835,4465.8940307148205,28443.3698432719,141432.14511530026,1.0,-0.0,-2.0,1,1,1,0
67742.0,61.0,126284.78724590366,161358.2718906653,78070.15208618784,0.0,0.0,112935.43230264922,1.0,1.0,-2.0,2,4,1,1
413209.0,40.0,0.0,263135.6808333488,0.0,11707.663604798818,26011.92980304711,45734.02045713909,3.0,-1.0,-1.0,1,2,1,0
10000.0,63.0,57921.97895282207,130733.16956105983,58173.74233363107,0.0,0.0,4250.919040045732,0.0,-0.0,4.0,2,1,3,0
104348.0,21.0,12265.048783210092,0.0,60229.744676156326,0.0,160000.0,0.0,8.0,-2.0,2.0,2,3,2,1
15366.0,30.0,66033.97478262438,0.0,132854.72844935308,9797.514813427908,48488.44770347294,71763.10830442543,8.0,3.0,-2.0,2,3,1,1
161273.0,33.0,32534.382518770828,206144.198606973,81743.35869971811,33695.02695072178,0.0,0.0,1.0,4.0,-2.0,1,1,2,0
10000.0,21.0,29530.85426764103,0.0,66745.06526414645,21370.080283652074,66794.26709380551,0.0,8.0,3.0,4.0,1,1,3,0
95227.0,37.0,56178.60053389077,126133.88141873546,49317.90858250298,0.0,8395.99221180369,0.0,3.0,5.0,5.0,2,1,1,0
417563.0,36.0,0.0,346548.6404591026,44553.28885339816,27821.626070273862,74762.92847795752,0.0,6.0,1.0,-0.0,1,1,2,0
267441.0,36.0,70795.98729621153,194157.8188062083,57209.280567096874,0.0,14336.834947799853,47831.67323533521,3.0,-0.0,-2.0,1,3,1,0
213810.0,21.0,0.0,0.0,163390.70172611374,31914.243524792008,160000.0,0.0,8.0,2.0,8.0,1,1,1,1
160698.0,45.0,0.0,76859.09537234763,77173.03552028045,2951.458664632588,23324.22417976532,85507.23115168429,-2.0,-1.0,-2.0,1,3,2,0
251750.0,58.0,0.0,114039.2278792063,32236.806871121524,28101.94739782237,0.0,0.0,-0.0,2.0,2.0,1,1,2,0
10000.0,44.0,97882.74765157363,119006.95938297833,70266.64807843656,9983.558477679751,56178.211223905026,43737.21676886359,-2.0,-0.0,3.0,1,4,2,0
144512.0,21.0,174690.557410884,113501.62014449615,109922.7006667967,0.0,0.0,11074.706148337718,5.0,3.0,5.0,2,3,1,1
120416.0,21.0,0.0,11211.032091719033,61226.8601723567,292.372779389847,74003.76748711064,0.0,8.0,4.0,6.0,2,2,2,0
103321.0,38.0,4361.766464869375,214506.13283363273,22374.09462287932,40136.52257984877,128341.7671051827,87.98462505823409,-2.0,3.0,-2.0,2,2,2,1
